| id   | MenuID | OptionNumber | OptionText                                        | Argument                                                         | PWord | TopLine | BottomLine | Command_id | MenuGroup_id |
|  447 |     65 |            0 | Queries - Scheduled Counts                        |                                                                  |       |       1 |          1 |       NULL |            2 |
|  448 |     65 |            1 | Raw Count Schedule                                | qryCount Schedule+History with LastCountDate                     |       |       1 |          1 |         16 |            2 |
|  449 |     65 |            3 | Count Schedule for a specific Part Type (pattern) | qryCount Schedule+History PartType Like Pattern by LastCountDate |       |       1 |          1 |         16 |            2 |
|  450 |     65 |            7 | View Incomplete Counts                            | qryCountSched - Incompletes                                      |       |       1 |          1 |         16 |            2 |
|  451 |     65 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            2 |
|  452 |     65 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            2 |
|  453 |     65 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            2 |
|  454 |     65 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            2 |
|  455 |     65 |           20 | Return to Main Menu                               | 0                                                                |       |       1 |          1 |          1 |            2 |
|  456 |     66 |            0 | Queries - Actual Counts                           |                                                                  |       |       1 |          1 |       NULL |            2 |
|  457 |     66 |            1 | Counts - Raw with Qty Evaluated                   | qryCounts-Raw with Qty Evaluated                                 |       |       1 |          1 |         16 |            2 |
|  458 |     66 |            4 | Count Sums by Material + CountDate                | qryfxdCounts-Sum by Material-CountDate                           |       |       1 |          1 |         16 |            2 |
|  459 |     66 |            8 | SAP Totals                                        | qrySAPTotals                                                     |       |       1 |          1 |         16 |            2 |
|  460 |     66 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            2 |
|  461 |     66 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            2 |
|  462 |     66 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            2 |
|  463 |     66 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            2 |
|  464 |     66 |           20 | Return to Main Menu                               | 0                                                                |       |       1 |          1 |          1 |            2 |
|  465 |     67 |            0 | Queries - Materials                               |                                                                  |       |       1 |          1 |       NULL |            2 |
|  466 |     67 |            1 | All Materials (even uncounted) arr by Last Ct Dt  | qryAll Materials Count Schedule+History                          |       |       1 |          1 |         16 |            2 |
|  467 |     67 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            2 |
|  468 |     67 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            2 |
|  469 |     67 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            2 |
|  470 |     67 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            2 |
|  471 |     67 |           20 | Return to Main Menu                               | 0                                                                |       |       1 |          1 |          1 |            2 |
|  472 |     70 |            0 | Forms                                             |                                                                  |       |       1 |          1 |       NULL |            2 |
|  473 |     70 |            1 | Material                                          | frmMaterial                                                      |       |       1 |          1 |         11 |            2 |
|  474 |     70 |            2 | Part Types (L10 Warehouse Types)                  | frmPartTypes with CountInfo                                      |       |       1 |          1 |         11 |            2 |
|  475 |     70 |            7 | Count Schedule + History                          | frmCount Schedule+History By Counter+Date                        |       |       1 |          1 |         11 |            2 |
|  476 |     70 |            8 | Count Entry                                       | frmCountEntry                                                    |       |       1 |          1 |         11 |            2 |
|  477 |     70 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            2 |
|  478 |     70 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            2 |
|  479 |     70 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            2 |
|  480 |     70 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            2 |
|  481 |     70 |           20 | Return to Main Menu                               | 0                                                                |       |       1 |          1 |          1 |            2 |
|  482 |     75 |            0 | Reports                                           |                                                                  |       |       1 |          1 |       NULL |            2 |
|  483 |     75 |           10 | All Parts by Type with Last Counts                | rptParts By Type with LastCounts                                 |       |       1 |          1 |         13 |            2 |
|  484 |     75 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            2 |
|  485 |     75 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            2 |
|  486 |     75 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            2 |
|  487 |     75 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            2 |
|  488 |     75 |           20 | Return to Main Menu                               | 0                                                                |       |       1 |          1 |          1 |            2 |
|  489 |     90 |            0 | Miscellaneous                                     |                                                                  |       |       1 |          1 |       NULL |            2 |
|  490 |     90 |            1 | Update SAP Table                                  | frmImportSAP                                                     |       |       1 |          1 |         11 |            2 |
|  491 |     90 |           11 | All Materials (even uncounted) arr by Last Ct Dt  | qryAll Materials Count Schedule+History                          |       |       1 |          1 |         16 |            2 |
|  492 |     90 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            2 |
|  493 |     90 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            2 |
|  494 |     90 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            2 |
|  495 |     90 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            2 |
|  496 |     90 |           20 | Return to Main Menu                               | 0                                                                |       |       1 |          1 |          1 |            2 |
|  497 |     99 |            0 | System Menu                                       |                                                                  |       |       1 |          1 |       NULL |            2 |
|  498 |     99 |            1 | Edit Parameters                                   |                                                                  |       |       1 |          1 |         92 |            2 |
|  499 |     99 |            2 | Edit Greetings                                    |                                                                  |       |       1 |          1 |         93 |            2 |
|  500 |     99 |            4 | Edit Menu                                         |                                                                  |       |       1 |          1 |         91 |            2 |
|  501 |     99 |            6 | Determine RGB values                              | zutilShowColor                                                   |       |       1 |          1 |         11 |            2 |
|  502 |     99 |            9 | Parameters Report                                 | zutilParameters                                                  |       |       1 |          1 |         13 |            2 |
|  503 |     99 |           10 | Menu Report                                       | zutilMenu                                                        |       |       1 |          1 |         13 |            2 |
|  504 |     99 |           11 | Edit Raw Parameter Table                          | zutilParameters                                                  |       |       1 |          1 |         15 |            2 |
|  505 |     99 |           14 | Edit Menu Item Table                              | zapplMenuItems                                                   |       |       1 |          1 |         15 |            2 |
|  506 |     99 |           17 | Reload Signature                                  | zutilSignature                                                   |       |       1 |          1 |         12 |            2 |
|  507 |     99 |           18 | Development                                       | OpenDevelopmentEnvironment                                       |       |       1 |          1 |         21 |            2 |
|  508 |     99 |           19 | View db Window                                    | ShowDBWindow                                                     |       |       1 |          1 |         21 |            2 |
|  509 |     99 |           20 | Main menu                                         | 0                                                                |       |       1 |          1 |          1 |            2 |
|  510 |      0 |            9 | Test                                              | 4                                                                |       |    NULL |       NULL |          1 |            2 |
|  511 |      4 |            0 | Test                                              |                                                                  |       |    NULL |       NULL |          0 |            2 |
|  512 |      4 |            1 | Test Form                                         | 00test00                                                         |       |    NULL |       NULL |         11 |            2 |
|  513 |      4 |           20 | Return to Main Menu                               | 0                                                                |       |    NULL |       NULL |          1 |            2 |
|  606 |      5 |            0 | Main Menu                                         | Default                                                          |       |       1 |          1 |       NULL |            3 |
|  607 |      5 |            1 | Frequently Used Menu                              | 1                                                                |       |       1 |          1 |          1 |            3 |
|  608 |      5 |            2 | Materials                                         | 10                                                               |       |       1 |          1 |          1 |            3 |
|  609 |      5 |            3 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  610 |      5 |            4 | CM Counts                                         | 24                                                               |       |       1 |          1 |          1 |            3 |
|  611 |      5 |            6 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  612 |      5 |           10 | Calvin's Menu                                     | 3                                                                |       |       1 |          1 |          1 |            3 |
|  613 |      5 |           11 | Miscellaneous                                     | 90                                                               |       |       1 |          1 |          1 |            3 |
|  614 |      5 |           18 | System Menu                                       | 99                                                               |       |       1 |          1 |          1 |            3 |
|  615 |      5 |           20 | Go Away!                                          |                                                                  |       |       1 |          1 |        200 |            3 |
|  616 |      1 |            0 | Frequently Used                                   |                                                                  |       |       1 |          1 |       NULL |            3 |
|  617 |      1 |            1 | Material                                          | frmMaterial                                                      |       |       1 |          1 |         11 |            3 |
|  618 |      1 |            2 | Part Types (L10 Warehouse Types)                  | frmPartTypes with CountInfo                                      |       |       1 |          1 |         11 |            3 |
|  619 |      1 |            4 | Count Schedule + History                          | frmCount Schedule+History By Counter+Date                        |       |       1 |          1 |         11 |            3 |
|  620 |      1 |            5 | Print Count Agendas and Worksheets                | frmPrintAgendas                                                  |       |       1 |          1 |         11 |            3 |
|  621 |      1 |            6 | CM Count Scheduling Menu                          | 24                                                               |       |       1 |          1 |          1 |            3 |
|  622 |      1 |            7 | Count Entry                                       | frmCountEntry                                                    |       |       1 |          1 |         11 |            3 |
|  623 |      1 |            8 | Daily Counts Performed Report                     | frmCountSummaryPreview                                           |       |       1 |          1 |         11 |            3 |
|  624 |      1 |           10 | Update SAP Table                                  | frmImportSAP                                                     |       |       1 |          1 |         11 |            3 |
|  625 |      1 |           11 | Raw Count Table (with Eval Qty)                   | qryCounts-Raw with Qty Evaluated                                 |       |       1 |          1 |         16 |            3 |
|  626 |      1 |           12 | Typical Locations                                 | Typical Locations                                                |       |       1 |          1 |         15 |            3 |
|  627 |      1 |           13 | SAP                                               | SAP                                                              |       |       1 |          1 |         15 |            3 |
|  628 |      1 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            3 |
|  629 |      1 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  630 |      1 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  631 |      1 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  632 |      3 |            0 | Calvin's Menu                                     |                                                                  |       |       1 |          1 |       NULL |            3 |
|  633 |      3 |            1 | Review Picklists and SAP Moves                    | frmSchedule AddPicks                                             |       |       1 |          1 |         11 |            3 |
|  634 |      3 |            2 | Count Schedule + History                          | frmCount Schedule+History By Counter+Date                        |       |       1 |          1 |         11 |            3 |
|  635 |      3 |            3 | Print Count Agendas and Worksheets                | frmPrintAgendas                                                  |       |       1 |          1 |         11 |            3 |
|  636 |      3 |            5 | Count Entry                                       | frmCountEntry                                                    |       |       1 |          1 |         11 |            3 |
|  637 |      3 |            6 | Daily Counts Performed Report                     | frmCountSummaryPreview                                           |       |       1 |          1 |         11 |            3 |
|  638 |      3 |            8 | Raw Count Table (with Eval Qty)                   | qryCounts-Raw with Qty Evaluated                                 |       |       1 |          1 |         16 |            3 |
|  639 |      3 |            9 | Material with Raw Counts                          | frmMaterial                                                      |       |       1 |          1 |         11 |            3 |
|  640 |      3 |           11 | Update SAP Table                                  | frmImportSAP                                                     |       |       1 |          1 |         11 |            3 |
|  641 |      3 |           12 | SAP                                               | SAP                                                              |       |       1 |          1 |         15 |            3 |
|  642 |      3 |           13 | Material List Update Table                        | 00tmpMatl List Updt                                              |       |       1 |          1 |         15 |            3 |
|  643 |      3 |           14 | CM Count Scheduling Menu                          | 24                                                               |       |       1 |          1 |          1 |            3 |
|  644 |      3 |           15 | Typical Locations                                 | Typical Locations                                                |       |       1 |          1 |         15 |            3 |
|  645 |      3 |           16 | Counters                                          | Counters                                                         |       |       1 |          1 |         15 |            3 |
|  646 |      3 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  647 |     10 |            0 | Materials and Part Types                          |                                                                  |       |       1 |          1 |       NULL |            3 |
|  648 |     10 |            1 | Material                                          | frmMaterial                                                      |       |       1 |          1 |         11 |            3 |
|  649 |     10 |            6 | Part Types (L10 Warehouse Types)                  | frmPartTypes with CountInfo                                      |       |       1 |          1 |         11 |            3 |
|  650 |     10 |            9 | Print All Material by PartType with Last Counts   | rptParts By Type with LastCounts                                 |       |       1 |          1 |         13 |            3 |
|  651 |     10 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            3 |
|  652 |     10 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  653 |     10 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  654 |     10 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  655 |     21 |            0 | Count Scheduling                                  |                                                                  |       |       1 |          1 |       NULL |            3 |
|  656 |     21 |            1 | Count Schedule + History                          | frmCount Schedule+History By Counter+Date                        |       |       1 |          1 |         11 |            3 |
|  657 |     21 |            2 | Print Count Agendas and Worksheets                | frmPrintAgendas                                                  |       |       1 |          1 |         11 |            3 |
|  658 |     21 |            4 | Random Count Scheduler for CM Counts              | frmRandCountScheduler                                            |       |       1 |          1 |         11 |            3 |
|  659 |     21 |            7 | View Incomplete Counts                            | qryCountSched - Incompletes                                      |       |       1 |          1 |         16 |            3 |
|  660 |     21 |           10 | View Unassigned (and Incomplete) Scheduled Counts | qryUnassigned Count Schedule                                     |       |       1 |          1 |         16 |            3 |
|  661 |     21 |           11 | Counters                                          | Counters                                                         |       |       1 |          1 |         15 |            3 |
|  662 |     21 |           13 | Raw Count Schedule                                | qryCount Schedule+History with LastCountDate                     |       |       1 |          1 |         16 |            3 |
|  663 |     21 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            3 |
|  664 |     21 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            3 |
|  665 |     21 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  666 |     21 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  667 |     22 |            0 | Actual Counts                                     |                                                                  |       |       1 |          1 |       NULL |            3 |
|  668 |     22 |            1 | Count Entry                                       | frmCountEntry                                                    |       |       1 |          1 |         11 |            3 |
|  669 |     22 |            2 | Raw Counts                                        | qryCounts-Raw with Qty Evaluated                                 |       |       1 |          1 |         16 |            3 |
|  670 |     22 |            3 | Count Sums by Material & Date                     | qryfxdCounts-Sum by Material-CountDate                           |       |       1 |          1 |         16 |            3 |
|  671 |     22 |            4 | Print Count Summary                               | frmCountSummaryPreview                                           |       |       1 |          1 |         11 |            3 |
|  672 |     22 |           11 | Counters Table                                    | Counters                                                         |       |       1 |          1 |         15 |            3 |
|  673 |     22 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            3 |
|  674 |     22 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            3 |
|  675 |     22 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  676 |     22 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  677 |     24 |            0 | CM Counts                                         |                                                                  |       |       1 |          1 |       NULL |            3 |
|  678 |     24 |            1 | CM Random Material Count Scheduling               | frmRandCountScheduler                                            |       |       1 |          1 |         11 |            3 |
|  679 |     24 |            2 | Generate CM Spreadsheet                           | frmExportCMCounts                                                |       |       1 |          1 |         11 |            3 |
|  680 |     24 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            3 |
|  681 |     24 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            3 |
|  682 |     24 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  683 |     24 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  684 |     24 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  685 |     30 |            0 | Audit Menu                                        |                                                                  |       |       1 |          1 |       NULL |            3 |
|  686 |     30 |            1 | Audit Material Table                              | Material for Audit                                               |       |       1 |          1 |         15 |            3 |
|  687 |     30 |            3 | Recent Counts for Audit Materials                 | rptCounts - Raw - Audit Materials                                |       |       1 |          1 |         13 |            3 |
|  688 |     30 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  689 |     60 |            0 | Tables                                            |                                                                  |       |       1 |          1 |       NULL |            3 |
|  690 |     60 |            1 | Count Schedule+History                            | Count Schedule+History                                           |       |       1 |          1 |         15 |            3 |
|  691 |     60 |            2 | Counters                                          | Counters                                                         |       |       1 |          1 |         15 |            3 |
|  692 |     60 |            3 | Counts                                            | Counts                                                           |       |       1 |          1 |         15 |            3 |
|  693 |     60 |            4 | L10Whse PartTypes                                 | L10Whse PartTypes                                                |       |       1 |          1 |         15 |            3 |
|  694 |     60 |            5 | Material List                                     | Material List                                                    |       |       1 |          1 |         15 |            3 |
|  695 |     60 |            6 | SAP                                               | SAP                                                              |       |       1 |          1 |         15 |            3 |
|  696 |     60 |            7 | Typical Locations                                 | Typical Locations                                                |       |       1 |          1 |         15 |            3 |
|  697 |     60 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            3 |
|  698 |     60 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            3 |
|  699 |     60 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  700 |     60 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  701 |     60 |           20 | Main menu                                         | 5                                                                |       |       1 |          1 |          1 |            3 |
|  702 |     65 |            0 | Queries - Scheduled Counts                        |                                                                  |       |       1 |          1 |       NULL |            3 |
|  703 |     65 |            1 | Raw Count Schedule                                | qryCount Schedule+History with LastCountDate                     |       |       1 |          1 |         16 |            3 |
|  704 |     65 |            3 | Count Schedule for a specific Part Type (pattern) | qryCount Schedule+History PartType Like Pattern by LastCountDate |       |       1 |          1 |         16 |            3 |
|  705 |     65 |            7 | View Incomplete Counts                            | qryCountSched - Incompletes                                      |       |       1 |          1 |         16 |            3 |
|  706 |     65 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            3 |
|  707 |     65 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            3 |
|  708 |     65 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  709 |     65 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  710 |     65 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  711 |     66 |            0 | Queries - Actual Counts                           |                                                                  |       |       1 |          1 |       NULL |            3 |
|  712 |     66 |            1 | Counts - Raw with Qty Evaluated                   | qryCounts-Raw with Qty Evaluated                                 |       |       1 |          1 |         16 |            3 |
|  713 |     66 |            4 | Count Sums by Material + CountDate                | qryfxdCounts-Sum by Material-CountDate                           |       |       1 |          1 |         16 |            3 |
|  714 |     66 |            8 | SAP Totals                                        | qrySAPTotals                                                     |       |       1 |          1 |         16 |            3 |
|  715 |     66 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            3 |
|  716 |     66 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            3 |
|  717 |     66 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  718 |     66 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  719 |     66 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  720 |     67 |            0 | Queries - Materials                               |                                                                  |       |       1 |          1 |       NULL |            3 |
|  721 |     67 |            1 | All Materials (even uncounted) arr by Last Ct Dt  | qryAll Materials Count Schedule+History                          |       |       1 |          1 |         16 |            3 |
|  722 |     67 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            3 |
|  723 |     67 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            3 |
|  724 |     67 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  725 |     67 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  726 |     67 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  727 |     70 |            0 | Forms                                             |                                                                  |       |       1 |          1 |       NULL |            3 |
|  728 |     70 |            1 | Material                                          | frmMaterial                                                      |       |       1 |          1 |         11 |            3 |
|  729 |     70 |            2 | Part Types (L10 Warehouse Types)                  | frmPartTypes with CountInfo                                      |       |       1 |          1 |         11 |            3 |
|  730 |     70 |            7 | Count Schedule + History                          | frmCount Schedule+History By Counter+Date                        |       |       1 |          1 |         11 |            3 |
|  731 |     70 |            8 | Count Entry                                       | frmCountEntry                                                    |       |       1 |          1 |         11 |            3 |
|  732 |     70 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            3 |
|  733 |     70 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            3 |
|  734 |     70 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  735 |     70 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  736 |     70 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  737 |     75 |            0 | Reports                                           |                                                                  |       |       1 |          1 |       NULL |            3 |
|  738 |     75 |           10 | All Parts by Type with Last Counts                | rptParts By Type with LastCounts                                 |       |       1 |          1 |         13 |            3 |
|  739 |     75 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            3 |
|  740 |     75 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            3 |
|  741 |     75 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  742 |     75 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  743 |     75 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  744 |     90 |            0 | Miscellaneous                                     |                                                                  |       |       1 |          1 |       NULL |            3 |
|  745 |     90 |            1 | Update SAP Table                                  | frmImportSAP                                                     |       |       1 |          1 |         11 |            3 |
|  746 |     90 |           11 | All Materials (even uncounted) arr by Last Ct Dt  | qryAll Materials Count Schedule+History                          |       |       1 |          1 |         16 |            3 |
|  747 |     90 |           16 | Frequently Used                                   | 1                                                                |       |       1 |          1 |          1 |            3 |
|  748 |     90 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            3 |
|  749 |     90 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            3 |
|  750 |     90 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            3 |
|  751 |     90 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            3 |
|  752 |     99 |            0 | System Menu                                       |                                                                  |       |       1 |          1 |       NULL |            3 |
|  753 |     99 |            1 | Edit Parameters                                   |                                                                  |       |       1 |          1 |         92 |            3 |
|  754 |     99 |            2 | Edit Greetings                                    |                                                                  |       |       1 |          1 |         93 |            3 |
|  755 |     99 |            4 | Edit Menu                                         |                                                                  |       |       1 |          1 |         91 |            3 |
|  756 |     99 |            6 | Determine RGB values                              | zutilShowColor                                                   |       |       1 |          1 |         11 |            3 |
|  757 |     99 |            9 | Parameters Report                                 | zutilParameters                                                  |       |       1 |          1 |         13 |            3 |
|  758 |     99 |           10 | Menu Report                                       | zutilMenu                                                        |       |       1 |          1 |         13 |            3 |
|  759 |     99 |           11 | Edit Raw Parameter Table                          | zutilParameters                                                  |       |       1 |          1 |         15 |            3 |
|  760 |     99 |           14 | Edit Menu Item Table                              | zapplMenuItems                                                   |       |       1 |          1 |         15 |            3 |
|  761 |     99 |           17 | Reload Signature                                  | zutilSignature                                                   |       |       1 |          1 |         12 |            3 |
|  762 |     99 |           18 | Development                                       | OpenDevelopmentEnvironment                                       |       |       1 |          1 |         21 |            3 |
|  763 |     99 |           19 | View db Window                                    | ShowDBWindow                                                     |       |       1 |          1 |         21 |            3 |
|  764 |     99 |           20 | Main menu                                         | 5                                                                |       |       1 |          1 |          1 |            3 |
|  765 |      5 |            9 | Test                                              | 4                                                                |       |    NULL |       NULL |          1 |            3 |
|  766 |      4 |            0 | Test                                              |                                                                  |       |    NULL |       NULL |          0 |            3 |
|  767 |      4 |            1 | Test Form                                         | 00test00                                                         |       |    NULL |       NULL |         11 |            3 |
|  768 |      4 |           20 | Return to Main Menu                               | 5                                                                |       |    NULL |       NULL |          1 |            3 |
|  861 |      5 |            0 | Main Menu                                         | Default                                                          |       |       1 |          1 |       NULL |            4 |
|  862 |      5 |            1 | Frequently Used Menu                              | 1                                                                |       |       1 |          1 |          1 |            4 |
|  863 |      5 |            2 | Materials                                         | 10                                                               |       |       1 |          1 |          1 |            4 |
|  864 |      5 |            3 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
|  865 |      5 |            4 | CM Counts                                         | 24                                                               |       |       1 |          1 |          1 |            4 |
|  866 |      5 |            6 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
|  867 |      5 |           10 | Calvin's Menu                                     | 3                                                                |       |       1 |          1 |          1 |            4 |
|  868 |      5 |           11 | Miscellaneous                                     | 90                                                               |       |       1 |          1 |          1 |            4 |
|  869 |      5 |           18 | System Menu                                       | 99                                                               |       |       1 |          1 |          1 |            4 |
|  870 |      5 |           20 | Go Away!                                          |                                                                  |       |       1 |          1 |        200 |            4 |
|  871 |      1 |            0 | Frequently Used                                   |                                                                  |       |       1 |          1 |       NULL |            4 |
|  872 |      1 |            1 | Material                                          | frmMaterial                                                      |       |       1 |          1 |         11 |            4 |
|  873 |      1 |            2 | Part Types (L10 Warehouse Types)                  | frmPartTypes with CountInfo                                      |       |       1 |          1 |         11 |            4 |
|  874 |      1 |            4 | Count Schedule + History                          | frmCount Schedule+History By Counter+Date                        |       |       1 |          1 |         11 |            4 |
|  875 |      1 |            5 | Print Count Agendas and Worksheets                | frmPrintAgendas                                                  |       |       1 |          1 |         11 |            4 |
|  876 |      1 |            6 | CM Count Scheduling Menu                          | 24                                                               |       |       1 |          1 |          1 |            4 |
|  877 |      1 |            7 | Count Entry                                       | frmCountEntry                                                    |       |       1 |          1 |         11 |            4 |
|  878 |      1 |            8 | Daily Counts Performed Report                     | frmCountSummaryPreview                                           |       |       1 |          1 |         11 |            4 |
|  879 |      1 |           10 | Update SAP Table                                  | frmImportSAP                                                     |       |       1 |          1 |         11 |            4 |
|  880 |      1 |           11 | Raw Count Table (with Eval Qty)                   | qryCounts-Raw with Qty Evaluated                                 |       |       1 |          1 |         16 |            4 |
|  881 |      1 |           12 | Typical Locations                                 | Typical Locations                                                |       |       1 |          1 |         15 |            4 |
|  882 |      1 |           13 | SAP                                               | SAP                                                              |       |       1 |          1 |         15 |            4 |
|  883 |      1 |           17 | Materials and Part Types                          | 10                                                               |       |       1 |          1 |          1 |            4 |
|  884 |      1 |           18 | Count Scheduling                                  | 21                                                               |       |       1 |          1 |          1 |            4 |
|  885 |      1 |           19 | Actual Counts                                     | 22                                                               |       |       1 |          1 |          1 |            4 |
|  886 |      1 |           20 | Return to Main Menu                               | 5                                                                |       |       1 |          1 |          1 |            4 |
|  887 |      3 |            0 | Calvin's Menu                                     |                                                                  |       |       1 |          1 |       NULL |            4 |
|  888 |      3 |            1 | Review Picklists and SAP Moves                    | frmSchedule AddPicks                                             |       |       1 |          1 |         11 |            4 |
|  889 |      3 |            2 | Count Schedule + History                          | frmCount Schedule+History By Counter+Date                        |       |       1 |          1 |         11 |            4 |
|  890 |      3 |            3 | Print Count Agendas and Worksheets                | frmPrintAgendas                                                  |       |       1 |          1 |         11 |            4 |
|  891 |      3 |            5 | Count Entry                                       | frmCountEntry                                                    |       |       1 |          1 |         11 |            4 |
